ticket_id,resume,description,date,departement,Category,Sub Category
JIRA-0311,Demande d'installation de logiciel,Besoin d'installer Adobe Acrobat Pro pour la signature électronique des contrats.,2025-09-17 11:22:18,Souscription,Bureautique & Messagerie,Installation logiciel poste
JIRA-0023,Disque dur externe non reconnu,Le disque dur USB de sauvegarde n'est plus détecté par Windows.,2025-09-18 11:22:18,Service Client,Poste de travail,Stockage externe
JIRA-0212,Problème d'affichage de caractères spéciaux,Les accents et caractères spéciaux s'affichent mal dans certaines applications.,2025-09-18 11:22:18,Commercial,Bureautique & Messagerie,Police / encodage
JIRA-0317,Impossible d'imprimer en recto-verso,L'option recto-verso n'apparaît plus dans les paramètres d'impression.,2025-09-18 11:22:18,Marketing,Impression & Numérisation,Réglage recto-verso
JIRA-0368,Demande d'installation de logiciel,Besoin d'installer Adobe Acrobat Pro pour la signature électronique des contrats.,2025-09-18 11:22:18,Commercial,Bureautique & Messagerie,Installation logiciel poste
JIRA-0308,Erreur lors de l'ouverture de fichiers PDF,Adobe Reader affiche 'Le fichier est endommagé' pour tous les PDFs reçus aujourd'hui.,2025-09-19 11:22:18,Juridique,Bureautique & Messagerie,Lecture PDF / Adobe
JIRA-0145,Problème de webcam pour les visioconférences,Ma webcam n'est pas détectée par Teams. Impossible de participer aux réunions vidéo.,2025-09-21 11:22:18,Sinistres,Collaboration & Visioconf,Webcam visioconférence
JIRA-0063,Demande d'augmentation de droits sur application,Besoin d'obtenir les droits administrateur sur l'application de tarification pour valider les devis.,2025-09-22 11:22:18,IT,Accès & Identité,Droits applicatifs
JIRA-0133,Impossible d'imprimer en recto-verso,L'option recto-verso n'apparaît plus dans les paramètres d'impression.,2025-09-22 11:22:18,Actuariat,Impression & Numérisation,Réglage recto-verso
JIRA-0084,Problème de connexion à l'intranet,Impossible d'accéder à l'intranet de l'entreprise. Page blanche lors du chargement.,2025-09-23 11:22:18,Juridique,Réseau & Connectivité,Intranet
JIRA-0222,Ordinateur portable très lent au démarrage,Mon PC met plus de 10 minutes à démarrer complètement. Performances dégradées.,2025-09-23 11:22:18,Recouvrement,Poste de travail,Performance poste
JIRA-0052,Souris sans fil qui ne répond plus,La souris Bluetooth se déconnecte régulièrement. Nécessite un redémarrage du PC.,2025-09-24 11:22:18,Marketing,Poste de travail,Souris
JIRA-0411,Scanner qui ne fonctionne plus,Le scanner du service courrier ne numérise plus les documents. Voyant rouge allumé.,2025-09-24 11:22:18,Commercial,Impression & Numérisation,Scanner
JIRA-0034,Logiciel Excel qui plante régulièrement,Excel se ferme automatiquement toutes les heures avec un message d'erreur. Perte de données non sauvegardées.,2025-09-26 11:22:18,Comptabilité,Bureautique & Messagerie,Excel instable
JIRA-0134,Clavier défectueux - touches qui ne répondent pas,"Plusieurs touches du clavier (E, R, T) ne fonctionnent plus correctement. Besoin d'un remplacement.",2025-09-26 11:22:18,Sinistres,Poste de travail,Clavier
JIRA-0291,Demande de création de compte utilisateur,Nouveau collaborateur arrivé ce matin. Besoin de créer son compte AD et ses accès aux applications métier.,2025-09-26 11:22:18,Comptabilité,Accès & Identité,Création de compte
JIRA-0087,Imprimante du 3ème étage hors service,L'imprimante Canon du service sinistres affiche un message d'erreur et ne répond plus.,2025-09-28 11:22:18,Recouvrement,Impression & Numérisation,Panne imprimante
JIRA-0371,Mot de passe expiré - demande de réinitialisation,Mon mot de passe Active Directory a expiré et je n'arrive pas à le réinitialiser via le portail self-service.,2025-09-28 11:22:18,Souscription,Accès & Identité,Réinitialisation mot de passe
JIRA-0049,Problème de partage d'écran sur Teams,Impossible de partager mon écran lors des réunions. Option grisée dans Teams.,2025-09-29 11:22:18,Sinistres,Collaboration & Visioconf,Partage d'écran Teams
JIRA-0088,Problème de réception d'emails sur téléphone,Impossible de recevoir mes emails professionnels sur mon iPhone. La synchronisation ne fonctionne plus depuis ce matin.,2025-09-29 11:22:18,Commercial,Bureautique & Messagerie,Mail mobile
JIRA-0363,Clavier défectueux - touches qui ne répondent pas,"Plusieurs touches du clavier (E, R, T) ne fonctionnent plus correctement. Besoin d'un remplacement.",2025-09-29 11:22:18,Comptabilité,Poste de travail,Clavier
JIRA-0103,Logiciel de gestion commerciale qui freeze,L'application CRM se fige régulièrement et nécessite un redémarrage forcé.,2025-09-30 11:22:18,Ressources Humaines,Applications métier,Gestion commerciale / CRM
JIRA-0104,Accès bloqué à l'application de gestion des sinistres,Message d'erreur 'Accès refusé' lors de la tentative de connexion à SINISTRA. Besoin d'un accès urgent.,2025-09-30 11:22:18,Commercial,Applications métier,Gestion des sinistres (accès)
JIRA-0400,Lenteur importante sur l'application métier,L'application de souscription est extrêmement lente depuis 2 jours. Les temps de chargement dépassent 30 secondes.,2025-09-30 11:22:18,IT,Applications métier,Performance applicative
JIRA-0067,Clavier défectueux - touches qui ne répondent pas,"Plusieurs touches du clavier (E, R, T) ne fonctionnent plus correctement. Besoin d'un remplacement.",2025-10-01 11:22:18,Commercial,Poste de travail,Clavier
JIRA-0211,Demande de création de compte utilisateur,Nouveau collaborateur arrivé ce matin. Besoin de créer son compte AD et ses accès aux applications métier.,2025-10-01 11:22:18,Ressources Humaines,Accès & Identité,Création de compte
JIRA-0037,Clavier défectueux - touches qui ne répondent pas,"Plusieurs touches du clavier (E, R, T) ne fonctionnent plus correctement. Besoin d'un remplacement.",2025-10-03 11:22:18,Direction,Poste de travail,Clavier
JIRA-0267,Accès refusé au dossier partagé Comptabilité,Message 'Vous n'avez pas les autorisations nécessaires' lors de l'accès au dossier \\COMPTA\Factures.,2025-10-03 11:22:18,IT,Réseau & Connectivité,Dossier partagé / Comptabilité
JIRA-0478,Problème d'affichage de caractères spéciaux,Les accents et caractères spéciaux s'affichent mal dans certaines applications.,2025-10-03 11:22:18,Juridique,Bureautique & Messagerie,Police / encodage
JIRA-0146,Demande de licence Office supplémentaire,Besoin d'une licence Microsoft Office pour le nouveau stagiaire du service comptabilité.,2025-10-04 11:22:18,Comptabilité,Bureautique & Messagerie,Licence Office
JIRA-0153,Écran qui scintille - problème matériel,Mon écran Dell présente des scintillements constants. Cela devient difficile de travailler.,2025-10-04 11:22:18,Actuariat,Poste de travail,Écran
JIRA-0333,Demande d'augmentation de droits sur application,Besoin d'obtenir les droits administrateur sur l'application de tarification pour valider les devis.,2025-10-04 11:22:18,Marketing,Accès & Identité,Droits applicatifs
JIRA-0005,Clavier défectueux - touches qui ne répondent pas,"Plusieurs touches du clavier (E, R, T) ne fonctionnent plus correctement. Besoin d'un remplacement.",2025-10-05 11:22:18,Marketing,Poste de travail,Clavier
JIRA-0007,Application mobile professionnelle qui crash,L'application mobile de gestion des sinistres se ferme automatiquement au démarrage.,2025-10-05 11:22:18,Juridique,Applications métier,Application mobile métier
JIRA-0253,Demande de création de compte utilisateur,Nouveau collaborateur arrivé ce matin. Besoin de créer son compte AD et ses accès aux applications métier.,2025-10-05 11:22:18,Recouvrement,Accès & Identité,Création de compte
JIRA-0359,Problème d'accès au lecteur réseau partagé,Le lecteur Z: (serveur FILESERVER01) n'est plus accessible. Message 'Chemin réseau introuvable'.,2025-10-05 11:22:18,Sinistres,Réseau & Connectivité,Lecteur réseau
JIRA-0123,Impossibilité de se connecter au VPN,Le client VPN affiche une erreur 'Authentification échouée' alors que mes identifiants sont corrects.,2025-10-06 11:22:18,Souscription,Réseau & Connectivité,VPN
JIRA-0263,Imprimante du 3ème étage hors service,L'imprimante Canon du service sinistres affiche un message d'erreur et ne répond plus.,2025-10-06 11:22:18,Sinistres,Impression & Numérisation,Panne imprimante
JIRA-0320,Problème d'affichage de caractères spéciaux,Les accents et caractères spéciaux s'affichent mal dans certaines applications.,2025-10-06 11:22:18,Comptabilité,Bureautique & Messagerie,Police / encodage
JIRA-0341,Badge d'accès désactivé,Mon badge ne fonctionne plus pour accéder au bâtiment. Refusé à tous les lecteurs.,2025-10-06 11:22:18,IT,Accès & Identité,Badge d'accès
JIRA-0031,Accès refusé au dossier partagé Comptabilité,Message 'Vous n'avez pas les autorisations nécessaires' lors de l'accès au dossier \\COMPTA\Factures.,2025-10-07 11:22:18,Sinistres,Réseau & Connectivité,Dossier partagé / Comptabilité
JIRA-0150,Écran qui scintille - problème matériel,Mon écran Dell présente des scintillements constants. Cela devient difficile de travailler.,2025-10-07 11:22:18,Souscription,Poste de travail,Écran
JIRA-0393,Problème de webcam pour les visioconférences,Ma webcam n'est pas détectée par Teams. Impossible de participer aux réunions vidéo.,2025-10-07 11:22:18,Commercial,Collaboration & Visioconf,Webcam visioconférence
JIRA-0466,Ordinateur portable très lent au démarrage,Mon PC met plus de 10 minutes à démarrer complètement. Performances dégradées.,2025-10-07 11:22:18,Recouvrement,Poste de travail,Performance poste
JIRA-0470,Ordinateur portable très lent au démarrage,Mon PC met plus de 10 minutes à démarrer complètement. Performances dégradées.,2025-10-07 11:22:18,Recouvrement,Poste de travail,Performance poste
JIRA-0130,Problème d'envoi d'emails avec pièces jointes,Impossible d'envoyer des emails avec des pièces jointes supérieures à 5 Mo. Message d'erreur systématique.,2025-10-08 11:22:18,Direction,Bureautique & Messagerie,Envoi pièces jointes
JIRA-0136,Impossibilité de se connecter au VPN,Le client VPN affiche une erreur 'Authentification échouée' alors que mes identifiants sont corrects.,2025-10-08 11:22:18,Juridique,Réseau & Connectivité,VPN
JIRA-0489,Clavier défectueux - touches qui ne répondent pas,"Plusieurs touches du clavier (E, R, T) ne fonctionnent plus correctement. Besoin d'un remplacement.",2025-10-08 11:22:18,Juridique,Poste de travail,Clavier
JIRA-0175,Problème d'accès au lecteur réseau partagé,Le lecteur Z: (serveur FILESERVER01) n'est plus accessible. Message 'Chemin réseau introuvable'.,2025-10-10 11:22:18,Marketing,Réseau & Connectivité,Lecteur réseau
JIRA-0252,Problème de certification électronique,Ma signature électronique a expiré. Besoin de renouveler le certificat.,2025-10-10 11:22:18,IT,Sécurité & Sauvegarde,Certification électronique
JIRA-0346,Demande d'installation de logiciel,Besoin d'installer Adobe Acrobat Pro pour la signature électronique des contrats.,2025-10-10 11:22:18,Recouvrement,Bureautique & Messagerie,Installation logiciel poste
JIRA-0403,Problème d'envoi d'emails avec pièces jointes,Impossible d'envoyer des emails avec des pièces jointes supérieures à 5 Mo. Message d'erreur systématique.,2025-10-10 11:22:18,Marketing,Bureautique & Messagerie,Envoi pièces jointes
JIRA-0467,Impossibilité de se connecter au VPN,Le client VPN affiche une erreur 'Authentification échouée' alors que mes identifiants sont corrects.,2025-10-10 11:22:18,Ressources Humaines,Réseau & Connectivité,VPN
JIRA-0170,Logiciel Excel qui plante régulièrement,Excel se ferme automatiquement toutes les heures avec un message d'erreur. Perte de données non sauvegardées.,2025-10-11 11:22:18,Recouvrement,Bureautique & Messagerie,Excel instable
JIRA-0192,Logiciel de gestion commerciale qui freeze,L'application CRM se fige régulièrement et nécessite un redémarrage forcé.,2025-10-11 11:22:18,Recouvrement,Applications métier,Gestion commerciale / CRM
JIRA-0282,Problème de connexion à l'intranet,Impossible d'accéder à l'intranet de l'entreprise. Page blanche lors du chargement.,2025-10-12 11:22:18,Ressources Humaines,Réseau & Connectivité,Intranet
JIRA-0356,Application de tarification qui ne se lance pas,Message d'erreur 'DLL manquante' au lancement de l'outil de calcul des primes.,2025-10-12 11:22:18,Sinistres,Applications métier,Application de tarification
JIRA-0382,Demande d'augmentation de droits sur application,Besoin d'obtenir les droits administrateur sur l'application de tarification pour valider les devis.,2025-10-12 11:22:18,Ressources Humaines,Accès & Identité,Droits applicatifs
JIRA-0425,Erreur lors de l'ouverture de fichiers PDF,Adobe Reader affiche 'Le fichier est endommagé' pour tous les PDFs reçus aujourd'hui.,2025-10-12 11:22:18,Comptabilité,Bureautique & Messagerie,Lecture PDF / Adobe
JIRA-0060,Disque dur externe non reconnu,Le disque dur USB de sauvegarde n'est plus détecté par Windows.,2025-10-13 11:22:18,Ressources Humaines,Poste de travail,Stockage externe
JIRA-0089,Application de tarification qui ne se lance pas,Message d'erreur 'DLL manquante' au lancement de l'outil de calcul des primes.,2025-10-13 11:22:18,Marketing,Applications métier,Application de tarification
JIRA-0129,Clavier défectueux - touches qui ne répondent pas,"Plusieurs touches du clavier (E, R, T) ne fonctionnent plus correctement. Besoin d'un remplacement.",2025-10-13 11:22:18,IT,Poste de travail,Clavier
JIRA-0292,Application mobile professionnelle qui crash,L'application mobile de gestion des sinistres se ferme automatiquement au démarrage.,2025-10-13 11:22:18,Comptabilité,Applications métier,Application mobile métier
JIRA-0036,Demande de transfert de poste téléphonique,Changement de bureau. Besoin de transférer mon numéro de poste vers le bureau 3.12.,2025-10-14 11:22:18,Recouvrement,Téléphonie,Transfert de poste
JIRA-0041,Lenteur importante sur l'application métier,L'application de souscription est extrêmement lente depuis 2 jours. Les temps de chargement dépassent 30 secondes.,2025-10-14 11:22:18,Comptabilité,Applications métier,Performance applicative
JIRA-0229,Accès refusé au dossier partagé Comptabilité,Message 'Vous n'avez pas les autorisations nécessaires' lors de l'accès au dossier \\COMPTA\Factures.,2025-10-14 11:22:18,Direction,Réseau & Connectivité,Dossier partagé / Comptabilité
JIRA-0290,Logiciel Excel qui plante régulièrement,Excel se ferme automatiquement toutes les heures avec un message d'erreur. Perte de données non sauvegardées.,2025-10-14 11:22:18,Juridique,Bureautique & Messagerie,Excel instable
JIRA-0422,Problème de synchronisation OneDrive,OneDrive indique 'Synchronisation en attente' depuis 48h. Les fichiers ne se synchronisent plus.,2025-10-14 11:22:18,Comptabilité,Bureautique & Messagerie,Synchronisation OneDrive
JIRA-0092,Problème de certification électronique,Ma signature électronique a expiré. Besoin de renouveler le certificat.,2025-10-15 11:22:18,IT,Sécurité & Sauvegarde,Certification électronique
JIRA-0119,Impossibilité de se connecter au VPN,Le client VPN affiche une erreur 'Authentification échouée' alors que mes identifiants sont corrects.,2025-10-15 11:22:18,Service Client,Réseau & Connectivité,VPN
JIRA-0137,Téléphone fixe sans tonalité,Mon poste téléphonique ne fonctionne plus. Pas de tonalité et impossible de passer/recevoir des appels.,2025-10-15 11:22:18,Service Client,Téléphonie,Absence de tonalité
JIRA-0061,Logiciel de gestion commerciale qui freeze,L'application CRM se fige régulièrement et nécessite un redémarrage forcé.,2025-10-17 11:22:18,Juridique,Applications métier,Gestion commerciale / CRM
JIRA-0455,Problème de connexion au réseau WiFi,Impossible de se connecter au WiFi d'entreprise. Le réseau est visible mais l'authentification échoue.,2025-10-17 11:22:18,Recouvrement,Réseau & Connectivité,WiFi
JIRA-0056,Application de tarification qui ne se lance pas,Message d'erreur 'DLL manquante' au lancement de l'outil de calcul des primes.,2025-10-18 11:22:18,Service Client,Applications métier,Application de tarification
JIRA-0301,Demande de création de compte utilisateur,Nouveau collaborateur arrivé ce matin. Besoin de créer son compte AD et ses accès aux applications métier.,2025-10-18 11:22:18,Sinistres,Accès & Identité,Création de compte
JIRA-0418,Problème de connexion à l'intranet,Impossible d'accéder à l'intranet de l'entreprise. Page blanche lors du chargement.,2025-10-18 11:22:18,Service Client,Réseau & Connectivité,Intranet
